filename,transcript
0252.wav,"இதுல மிகப்பெரிய பிரச்சனை என்னன்னு பாத்தீங்கன்னா, இவ்வளவு நேரம் ஆயிடுச்சு. ஆல்மோஸ்ட் பன்னிரண்டு ஹவர்ஸ் ஆயிடுச்சு நான் இந்த வீடியோ எடுக்குறப்போ. இவ்வளவு நேரம் கழிச்சு, யாருக்குமே நூறு பர்சென்ட் இதுதான் நடந்துச்சுன்னு இத்தனை பேர பார்த்தாலும், யாருக்குமே தெரியல."
0253.wav,"ஏன்னா எல்லாரும் மாத்தி மாத்தி கை காமிக்கிறாங்க. அதுல என்ன பிரச்சனைன்னு பாத்தீங்கன்னால், எல்லாரும் மாத்தி மாத்தி கை காமிச்சாலும் நூறு பர்சென்ட் இது தவிர்த்துருக்க கூடிய ஒரு விஷயம்னு தெரியறப்போதான் ரொம்ப சோகமா இருக்குது."
0254.wav,"என்ன நடந்திருக்கு, எல்லாரும் என்னென்ன சொல்றாங்கங்கறத உங்ககிட்ட நான் டீடைல்டா சொல்றேன். மூணு பசங்க இறந்து போயிருக்காங்க. ரெண்டு பேரு இப்போ ஹாஸ்பிடல்ல இருக்காங்க. காப்பாத்த வந்த ஒருத்தங்க ஹாஸ்பிடல்ல இருக்காங்கன்னு சொல்லிட்டு, என்னல்லாமோ நடந்திருக்குது தமிழ்நாட்டுல நடந்திருக்குது."
0255.wav,என்ன நடந்துச்சுன்னு சொல்ல ஆரம்பிக்கிறேன். பட் இது என்னைக்கும் பேசுற ஒரு வீடியோ மாதிரி இல்ல.
0256.wav,"அதெல்லாம் பாக்குறப்போ உண்மையிலேயே என்ன சொல்லி அவங்க அப்பா அம்மாவை கன்வின்ஸ் பண்றது, எப்படி அவங்கள கன்சோல் பண்ணுறது, எதுவுமே எதுவுமே தெரியல. இன்னைக்கு வீடியோல இந்த சப்ஸ்கிரைப் இந்த பாருங்க அதெல்லாம் தோணல."
0257.wav,"மனசுல இருக்கறத நான் ஓபனா பேச போறேன். முதல்ல என்ன நடந்துச்சு அப்படிங்கறத வந்து நான் உங்ககிட்ட சொல்லிடுறேன். முதல் விஷயம் என்ன அப்படின்னு பாத்தீங்கன்னால், இது வந்து விழுப்புரம்ல இருந்து மயிலாடுதுறை, மயிலாடுதுறை விழுப்புரம் பாசஞ்சர் எக்ஸ்பிரஸ் ஓகேவா."
0258.wav,"இந்த ட்ரெயின் வந்து ஸ்டேஷன்ல இருந்து கிளம்பி போயிட்டு இருக்குது. ஒரு ஏழு நாற்பத்து ஐந்து அந்த மாதிரி ஏஎம்க்கு வந்து செம்மங்குப்பம், செம்மங்குப்பம் அப்படின்னு சொல்லப்படக்கூடிய ஒரு பர்டிகுலர் கிராஸங் வந்து கடலூர் கிட்ட இருக்குது."
0259.wav,"இந்த இடத்துல இந்த ட்ரெயின் வந்து கிராஸ் ஆக போகுது. இப்ப இதே நேரத்துல என்ன ஆகுதுன்னு பாத்தீங்கன்னா, ஒரு ஸ்கூல் வேன். காலையில ஏழு நாற்பத்து ஐந்து க்கு நான் சொன்ன மாதிரி பசங்களை பிக் பண்ணிட்டு, நாலு பசங்களை பிக் பண்ணிட்டு டிரைவர் சேர்த்து வந்துட்டு இருக்காங்க வேன்."
0260.wav,"அந்த கேட் வந்து ஓபன் ஆகி இருந்திருக்குது. அண்ட் சைடுல வந்து நிறைய மரம் இருக்குது. சோ மரம் இருக்குறப்ப நம்மளுக்கே தெரியும், நம்ம நிறைய டைம் இத நம்மளே பர்சனலா எக்ஸ்பீரியன்ஸ் பண்ணிருப்போம். நான் பாத்துருக்கேன் மதுரையில அழகப்ப நகர்னு ஒரு இது கூட இருக்கும், ஒரு கிராஸங் இருக்கும்."
0261.wav,"ட்ரெயின் வந்து ஹான் அடிக்கலன்னா வருதுன்னே தெரியாது. நமக்கு கண்ணு முன்னாடிதான் வந்து கேப் கிடைக்குமே தவிர, சைடுல ஃபுல்லா மரமா இருக்கும். அந்த மாதிரி ஒரு கிராஸங் இது ஓகேவா."
0262.wav,அந்த மாதிரி கிராஸங் இருக்கறப்போ இந்த ட்ரெயின் வந்து வந்திருக்குது. இவங்க தாண்டி இருக்காங்க. அடிச்சிருச்சு. அடிச்சு ஐம்பது மீட்டர்க்கு தர தர தரன்னு இழுத்துட்டு போயிருக்குது. அந்த ட்ரெயின்ல வந்த வேகத்துல.
0263.wav,"இழுத்துட்டு போனது மட்டும் இல்லாம, அதுக்கப்புறம் போற வழியில நான் சொன்ன மாதிரி இந்த போஸ்ட் கம்பலம், அந்த எலக்ட்ரிக் போஸ்ட்லாம் இருக்கும்ல, அது எல்லாத்தையும் சேர்த்து இழுத்துட்டு போயி ஒரு மிகப்பெரிய விபத்தாகி, அந்த இடத்துலயே ரெண்டு பசங்க இறந்து போயிருக்காங்க."
0264.wav,"ஒருத்தங்கள ஹாஸ்பிடல் கொண்டு போய் அங்க அவங்க இறந்துட்டாங்க. இன்னும் ரெண்டு பேரு காயம், மொத்தம் அஞ்சு பேரு. சோ டிரைவர் பிளஸ் ஒரு பையன் மட்டும் இப்போதைக்கு கா ப்பாற்றப்பட்டிருக்காங்க ஹாஸ்பிடல்ல இருக்காங்க."
0265.wav,"பட் இந்த ஒரு மிகப்பெரிய விபத்து, சவுண்டு எல்லாம் டம்னு ஒரு சத்தம் கேக்குதே, எல்லாரும் ஓடி வந்து பார்கறாங்க."
0266.wav,யார் என்னன்னு தெரியாது. சவுண்ட் மட்டும் கேக்குது. பசங்க பாதிக்கப்பட்டுருக்காங்க. ஒரு பஸ் கவுந்து கிடக்குதுன்னு தெரியுது. ஐம்பது மீட்டர்க்கு தர தர தரன்னு இழுத்து போயிருக்குது. எதை பத்தியுமே யோசிக்காம காப்பாத்த முதலாளா ஓடி இருக்காரு.
0267.wav,"பட் ஓடுனதுல அவருக்கு வந்து அவர் மேல கரண்ட் அடிச்சு, ஏன்னா நான் சொன்னேன்ல எலக்ட்ரிக் போஸ்ட் கம்பல்லாம் இருக்குன்னு. அதெல்லாம் இழுத்துட்டு போய் அவருமே வந்து தூக்கி போடப்பட்டுருக்காரு."
0268.wav,"பட் சுத்தி இருக்கறவங்க அதுக்கப்புறம் கொஞ்சம் கொஞ்சமா காப்பாத்த முடிஞ்ச, ஹாஸ்பிடலுக்கு அனுப்ப முடிஞ்சவங்கல்லாம் நினைச்சுட்டாங்க. உடனே போலீஸ் வந்துருக்காங்க. எல்லாமே நடந்திருக்குது. இப்போ இது நடந்துருச்சு. ஓகேவா, என்ன நடந்துச்சு, எதனால இது நடந்துச்சுன்கிற கேள்வி."
0269.wav,"இப்ப இந்த கேள்விக்கு வர ஆரம்பிக்கிறப்போ, ஃபர்ஸ்ட் விஷயம் என்னன்னு சொல்றாங்கன்னு பாத்தீங்கன்னா, ரெண்டு வெர்ஷன் இருக்குது. ஒரு வெர்ஷன் என்ன சொல்றாங்கன்னால், அந்த கேட் கீப்பர் அங்க இருக்க வேண்டியவர் ஓகேவா, அவரோட பேரு பங்கஜ் சர்மா அப்படிங்கிற ஒரு பையன்."
0270.wav,"அந்த கேட் கீப்பர் வந்து அங்க இருக்கறப்போ, அவங்க வந்து கேட்டை கக்ளோஸ் பண்ணல. அவங்க கக்ளோஸ் பண்ணி இருக்கணும் அந்த கேட்டை. அவங்க கக்ளோஸ் பண்ணாம திறந்து விட்டுருந்ததுதான் பிரச்சனை."
0271.wav,"அதனால வந்து இப்படி இடிச்சிருச்சு அப்படின்னு வந்து சொல்றாங்க. பங்கஜ் சர்மா என்ன சொல்றாருன்னா, நான் மூடி வச்சிருந்தேன். ஆனா இங்க இருக்குற கிராம மக்கள் இருந்துகிட்டு என்கிட்ட வந்து இல்ல, திறந்து வை."
0272.wav,"நீ எப்படி மூடி வைக்கலாம். இன்னும் ட்ரெயின் தான் வரலையே, திறந்து வை, திறந்து வை அப்படின்னாங்க. அப்புறம் வந்து அந்த டிரைவர், சோ அந்த டிரைவர் வந்து ஸ்கூலுக்கு லேட் ஆயிடுச்சு. நீ வந்து திறந்து விடு அப்படின்னு சொன்னதுனாலதான் நான் வந்து இதை திறந்து விட்டேன் அப்படின்னு சொல்றாங்க."
0273.wav,"இது ஒரு வெர்ஷன். ஓகேவா. இன்னொரு சைடு, அந்த டிரைவர் அண்ட் அந்த இப்போ காப்பாற்றப்பட்ட அந்த ஒரு பையன், ரெண்டு பேருமே என்ன சொல்றாங்கன்னா, ஒரே மாதிரி என்ன சொல்றாங்கன்னா, நாங்க வர்ப்போ அங்க அந்த கேட் கீப்பரே பார்க்க முடியல."
0274.wav,"அவர் அந்த கண்ணுக்கு முன்னாடி விஷன்லயே இல்ல. கேட் எப்பவும் போல திறந்திருந்துச்சு, தாண்ட போறப்போ இடிச்சிருச்சு அப்படின்னு வந்து, அங்க இருக்கக்கூடிய அந்த காப்பாற்றப்பட்ட பஸ் டிரைவரும் அந்த பையனும் சொல்றாங்க."
0275.wav,"இந்த ரயில்வே எக்ஸ்பர்ட்ஸ் இருப்பாங்கல, அவங்க அங்க இருந்து பிரஸ் கிட்ட பேசுறவங்க என்ன சொல்றாங்கன்னால், சீ இந்த கேட் கீப்பர் வந்து கதவை சாத்துற போலாம், அடிக்கடி இங்க இருக்கக்கூடிய கிராம மக்கள் வந்து இல்ல, திறந்து விடுங்க, நான் டூ வீலர்ல போய்க்கிறேன், அதான் இன்னும் வரலையே, ஏன் அதுக்குள்ள நிறுத்துற அப்படின்னல்லாம் சொல்லி திறந்து விட்டுருக்காங்க."
0276.wav,"அவங்க அப்படி திறந்து விட்டுருந்தாலும், அவன் மேல தப்புதான், ஏன்னா அவங்க அப்படி திறந்து விட கூடாது. மக்கள் என்னதான் பிரஷர் பண்ணாலும், இது வந்து உயிர் சம்பந்தப்பட்ட விஷயம்ங்கறப்ப, வந்து யார் என்ன பிரஷர் பண்ணாலும், அது மூடுறதுன்னா, மூடுறதுதான்."
0277.wav,"ரூல்ஸ் ஃபாலோ பண்ண, அவங்க திறந்து விட்டுருக்க கூடாது. பட் இவரு திறந்து விட்டுருக்காரு. ஏன்னா வந்து ஒரு நம்பர் பாஸ் ஆகுமா? சோ, ஒரு ஸ்டேஷனுக்கு வந்து ட்ரெயின், ஒரு சாரி ஒரு கேட்ட வந்து ட்ரெயின் பாஸ் ஆக போகுதுன்னா, முந்தன இடத்துல இருந்து கால் பண்ணி இந்த மாதிரி ஒரு கோடு வந்து சொல்லுவாங்க."
0278.wav,"இவங்க பதிலுக்கு கோடு சொல்லணும். இந்த ப்ராசஸ் எல்லாமே கரெக்டா நடந்திருக்குது. சோ, அவங்க வந்து கேட்டை கக்ளோஸ் பண்ணிருக்காங்க. இங்க சுத்தி இருக்கற கிராம மக்கள் கேட்டதுனால இவங்க திறந்து விட்டுருக்காங்க."
0279.wav,"ஒரு கேட் திறந்துருக்கறத பார்த்துட்டு, அவங்க தாண்ட போயிருப்பாங்க. ஆனா அதே நேரத்துல ட்ரெயினும் வந்ததுனால, மரம் சைடுல இருக்கறதுனால, அந்த ட்ரெயின் வந்தத பார்த்துருக்க மாட்டாங்க. இடிச்சிட்டு போயிருக்கலாம். ரெண்டு பேருமே பொய் சொல்லணும்னு அவசியம் இல்லை, இது நடந்துருக்கலாம் அப்படின்னு சொல்லிட்டு, அவங்க சொல்றாங்க."
0280.wav,"அவங்க இதுதான் வந்து நடந்துச்சு அப்படின்னு சொல்லிட்டு, ரயில்வே ஸ்டாப் வந்து ரொம்ப ஸ்ட்ராங்கா பேசுறாங்க. மக்கள் இருந்துகிட்டு இல்ல, நாங்க பார்த்தோம், அது திறந்துதான் இருந்துச்சுன்கறாங்க. திறந்துதான் இருந்துச்சுன்கறததான் ரயில்வே ஸ்டாப் சொல்றாங்க."
0281.wav,"ஆனா திறந்து விட்டதுக்கான காரணம் என்ன அப்படின்னு கேக்குறப்போ, இவங்க பிரஷர் பண்ணதுனால திறந்துட்டாங்க. ஆனாலும் அது தப்புங்கறதுனால, அவங்கள இப்போ சஸ்பென்ட் பண்ணி இருக்காங்க. வேலைய விட்டும் தூக்கிடுவாங்க அப்படின்னு சொல்லிருக்காங்க."
0282.wav,"எனக்கு என்ன தோணுதுன்னா, இப்படி ஒவ்வொருத்தங்களும் இன்னொருத்தங்க மேல கை காமிக்கிறாங்கல்ல, இப்ப அந்த டிரைவர் என்ன சொல்றாங்கன்னா, நான் வரப்பமே அது தரம்தான் இருந்துச்சு அப்படிங்கிறாரு. நான் அடிக்கடி போயிட்டு வர ரூட்டதான்."
0283.wav,"ஒவ்வொருத்தங்க ஒவ்வொன்னு சொல்றப்போ, அந்த குழந்தைகளை இழந்து இன்னைக்கு அப்பா அம்மா நின்னுட்டு இருக்காங்க. அவங்க கிட்ட போய் நம்ம என்னன்னு பதில் சொல்ல முடியும். எனக்கு இருக்கறதுலயே இதுல வந்து ரொம்ப மனசுக்கு ரொம்ப கஷ்டமா இருக்கு."
0284.wav,"உண்மையிலேயே நான்தான் சொல்றேன்ல, ஒரு அப்பா அம்மா ஆனதுக்கு அப்புறம் உலகத்தை பார்கறதே வேற மாதிரி இருக்குது. அவங்க கிட்ட போய் நம்ம என்னன்னு சொல்லி எக்ஸ்பிளைன் பண்ண முடியும்."
0285.wav,"மூணு பேர் இறந்து போயிருக்காங்க. இதுக்கப்புறம் இன்னும் இது இன்னும் பெருசாகுது. ரயில்வேஸ்ல இருந்து என்ன சொல்றாங்கன்னா, ச எங்ககிட்ட வந்து டேட்டா இருக்குது."
0286.wav,"இந்த டேட்டாவ எல்லாம் வச்சு, இந்த ஒரு பர்டிகுலர் கேட் வந்து நிறைய பேர் போயிட்டு வராங்கங்கற காரணத்தினால, நாங்க வந்து ஒரு சப்வே அமைக்கிறதுக்கு, நாங்க ஃபுல்லா வந்து ஃபண்ட் எல்லாம் பண்ணி, அலகேட் பண்ணி, எல்லாத்தையுமே வாங்கிட்டோம்."
0287.wav,"எங்களுக்கு லோக்கலா பெர்மிஷன் கிடைக்க மாட்டேங்கது இந்த சப்வே போடுறதுக்கு. இதை போட்டுருந்தா, இது கம்ப்ளீட்டா தவிர்க்கப்பட்டிருக்கலாமே. ஒரு வருஷமா நாங்க பெர்மிஷன் கேட்டுட்டு இருக்கோம். எங்களுக்கு லோக்கல் அத்தாரிட்ீஸ் கிட்ட இருந்து இந்த சப்வே போட்டுருந்தாங்கன்னா, கீழ எல்லாரும் ரோட்ல வந்துட்டு போயிருப்பாங்க."
0288.wav,மேல வந்து ட்ரெயின் போயிருக்கும். எல்லாமே தவிர்த்துருக்கலாம். இங்க வந்து ஒரு கேட்டே இருந்திருக்காது. அதுவும் எங்களுக்கு பெர்மிஷன் கிடைக்காம இருந்திருக்குது. அண்ட் இந்த இடத்துல கேட் கீப்பர் பங்கஜ் சர்மா வந்து கேட்ட போட்டுருக்காங்க.
0289.wav,"அவங்க போட்டதுக்கு அப்புறம் லோக்கல் பீப்பிள் இருந்துகிட்டு இல்ல, நீங்க திறந்து விடுங்க அப்படின்னு சொன்னதுனால, என்ன நாங்க என்ன பண்ண முடியும் அப்படிங்கற மாதிரி வந்து, ஐ மீன், அவங்கள ஆக்ஷன் எடுக்கறது தப்பு எல்லாமே சரி, பட் இதுதான் நடந்திருக்குது அப்படின்னு சொல்றாங்க."
0290.wav,"எனக்கு எனக்கு என்ன தோணுதுன்னா, யோசிச்சு பாருங்க, இதுல நிறைய ப்ரோட்டோகால் இருக்குது. ஃபர்ஸ்ட் விஷயம் என்னன்னா, ஒரு ட்ரெயின் வருதுனால, இந்த சிஸ்டம் வந்து இம்ப்ளிமென்ட் பண்ணப்படவில்லைன்னு நம்மளுக்கு தெரியுது."
0291.wav,"ஒரு கேட் மூடி இருக்கு, திறந்துருக்கு அப்படிங்கற பட்சத்தில், திறந்து இருந்துச்சுன்னா, ட்ரெயினுக்கு பை டீபால்ட்டே சிக்னல் வந்து ரெட்லதான் இருக்கும். இந்த கேட் மூடினாதான் ட்ரெயின் வர்துக்கே கிரீன் சிக்னல் ட்ரெயினுக்கே கிடைக்கும்."
0292.wav,"இப்ப இந்த ஆட்டோமேட்டட் சிஸ்டம் இங்க இல்ல அப்படிங்கற பட்சத்தில், இங்க வந்து கேட் கக்ளோஸ் ஆயிடுச்சா அப்படிங்கறத வந்து, நான் சொன்ன மாதிரி அந்த நம்பர் எல்லாம் பாஸ் பண்ணி, முந்தின ஸ்டேஷன்ல இருந்து கோடு எல்லாம் கன்ஃபார்ம் பண்ணும், அதெல்லாம் நடந்துருக்குங்கறாங்க."
0293.wav,"ரெண்டாவது விஷயம் என்ன அப்படின்னு பாத்தீங்கன்னால், ட்ரெயின் வர்துக்கு ஒரு ஏழு நூறு டு எட்டு நூறு மீட்டர்ஸ் முன்னாடில இருந்து ஹான் பண்ணிட்டே வரணும். நல்லா யோசிச்சு பாத்தீங்கன்னா, நம்ம வந்து நின்னுட்டு இருக்கப்போ, அந்த ரோட்ல நிக்கிறப்போ, கேட்கல வந்து கிராஸ் ஆகுறப்போ, முன்னாடி சவுண்ட் கேட்டுகிட்டே வரும்."
0294.wav,"ட்ரெயின் வரப்போகுது, வரப்போகுதுன்னா, அந்த ஹான் சுத்தி இருக்கற ஒரு மூணு நாலு கிலோமீட்டக்கு கண்டிப்பா கேட்கும். யாருமே வந்து அதுல இருந்து தவிர்க்க முடியாது. அவ்வளவு ஸ்ட்ராங்கா கேட்கும். சில கிராம மக்கள், சில நியூஸ் சேனல்ஸ்ல பாக்குறப்போ, அந்த சவுண்டும் வரலங்கிறாங்க."
0295.wav,"அந்த சவுண்ட் ஏன் வரல? இன்னைக்கு ஏன் ஹான் அடிக்கலங்கிற ஒரு கேள்வி இருக்குது. சப்வேக்கு ஒரு வருஷத்துக்கு முன்னாடி பட்ஜெட் வரைக்கும் அலகேட் பண்ணி ரயில்வே டிபார்ட்மென்ட்ல இருந்து கேட்டிருந்தாங்கன்னா, அதுக்கான பெர்மிஷன் ஏன் கிடைக்கல அப்படிங்கற ஒரு கேள்வி இருக்குது."
0296.wav,"இதெல்லாம் போக, அந்த பையன் தூங்கிட்டான்னு ஒரு இது சொல்றாங்கல்ல, அந்த அதான் சொல்றாங்க. அவங்க வெளியவே வரல. நாங்க பார்க்கவே இல்லை. அந்த பையன் கேட்ட கக்ளோஸ் பண்ணி இருக்கணும். அவன் வந்து கக்ளோஸ் பண்ணல."
0297.wav,"இடிச்சதுக்கு அப்புறம் கூட வந்து வெளியே வரல அப்படின்னல்லாம் சொல்றாங்க. இப்ப அந்த பையனோட இது, நம்ம எல்லாமே எதுவுமே நம்மளுக்கு தெரியாது கரெக்டா, நம்ம யாருமே அத போய் நின்னு பாக்கல. பட் இவ்வளவு வெர்ஷன்ஸ் வரப்போ, எனக்கு என்ன தோணுதுன்னா, இது கம்ப்ளீட்டா தவிர்த்துருக்கப்பட்டிருக்கக்கூடிய ஒரு விஷயம் கரெக்டா?"
0298.wav,"நம்ம இன்னைக்கு இருபத்து இருபத்து ஐந்துல ஆர்டிபிஷயல் இன்டெலிஜன்ஸ்ஏ வச்சு, நம்மளுக்கு வந்து என்ன தோணுதோ, மனசுல என்ன இருக்கோ, அதெல்லாம் நம்ம வந்து ஒரு ஏஐ கிட்ட பேசி வாழ்ந்துட்டு இருக்கக்கூடிய காலகட்டத்துல, ஹியூமன் எரர்னால, மனிதர்களின் தவறுகளனால, மூணு பசங்க இறந்து போனத, என்னன்னு சொல்லி அவங்க அப்பா அம்மா கிட்ட எக்ஸ்பிளைன் பண்ணுறது, அவங்க இத்தனை வருஷம் வாழ்ந்ததுக்கு, அவங்களுக்கு எத்தனை கனவுகள் இருந்திருக்கும்."
0299.wav,"அவங்க வாழ்க்கையில இவ்வளவு அச்சீவ் பண்ணும்னு நினைச்சிருப்பாங்க. அவங்க கிட்டயே நம்ம என்னென்ன சொல்லி, நம்ம சொல்றது, எனக்கு இத காலையில இருந்து கேக்குறப்ப, எனக்கு ரொம்ப, இதுக்கு யாரு காரணம், யாரு காரணம்னு, எனக்கு அதுதான் தோணுச்சு."
0300.wav,"யார் இதெல்லாம் தப்புன்னு பாத்தீங்கன்னா, கடைசில அன்னியன் படத்துல வர மாதிரி, இவங்க தப்பு, அவங்க தப்பு, இவங்க தப்பு அப்படின்னு சொல்லிட்டு, ஒரு லிஸ்ட்ட பெருசா போட்டுக்கிட்டே போயிட்டு இருக்கணும்னு தோணுது. எங்கெல்லாமோ போய் முடியுது. அண்ட் ஒரு விஷயம்ங்க, நான் வந்து கண்டிப்பா இந்த வீடியோல சொல்லணும்னு நினைக்கிறது."
0301.wav,"நான் பர்சனலா கவனிச்சிருக்கேன். நிறைய நேரங்கள்ல, நம்ம கேட் வந்து போட்டுருக்கப்போ, கேட் போட்டுருப்பாங்க. ஓகேவா, கேட் போட்டுருப்பாங்க. இத நான் எல்லாருக்கும் சேர்த்து பேசுறேன். கேட் போட்டுருப்பாங்க."
0302.wav,"பட் நம்ம ஆட்கள் இருந்துகிட்டு, ஒரு பைக்க வந்து தள்ளிக்கிட்டே போவாங்க. ஒரு சைக்கிள வேகவே வேகமா தள்ளிட்டு போவாங்க. எனக்கு புரியுது, நீங்க அந்த ஊர்காரங்கதான், நீங்க ரொம்ப நாள் இருந்திருப்பீங்க. உங்களுக்கு தெரியும், எப்போ ட்ரெயின் வரும்னு, பட் யார் எதிர்பார்க்காங்க, இப்படி ஒரு விஷயம் நடக்கும்னு."
0303.wav,"ஒரு சீக்குவன்ஸ் ஆப் எரர்ஸ் வந்து நடந்ததுனாலதான இது நடந்திருக்குது. சோ, நம்மளோட சைடுல இருந்து ஒரு சின்ன சின்ன ரெக்வஸ்ட். நெக்ஸ்ட் டைம், ஒரு கேட் போட்டுருக்கறத நீங்க பார்த்தீங்கன்னால், சீ, கேட்ட வந்து ஏன் போடலங்கறது ஒரு பெரிய டிஸ்கஷன்."
0304.wav,"அத நம்ம சொன்ன மாதிரி கரெக்டா வந்து, அது ஏகப்பட்ட கமிட்டி வச்சு தேடி கண்டுபிடிச்சு, ஒரு பதில் கிடைக்கும். அதைதான் இப்போ ரயில்வே டிபார்ட்மென்ட்டம் பண்ணிருக்காங்க."
0305.wav,"நம்ம அப்படி அவசரப்பட்டு போறது இல்லை, ஏன்னா எதுவுமே நம்ம கையில இல்லை. லிட்ரலா வந்து, நம்ம ஒரு எலக்ட்ரிசிட்டி மேல நடந்து போகற மாதிரி ஒரு விஷயம். நீங்க ட்ரெயின் வருமா வராதான்னு, கேட் போட்டதுக்கு அப்புறம் போறது. தயவு செஞ்சு அதை பண்ணாதீங்க."
0306.wav,"இன்னொரு விஷயம், ஸ்கூல்ஸ், காலேஜஸ், அப்புறம் வந்து, ஈவன் வித் பிரண்ட்ஸ், ஒருவேளை யாராவது ஆப்போசிட்ல இருக்கறவங்க பிஸியா இருக்காங்கனால், வர்துக்கு ஒரு பத்து நிமிஷம் லேட் ஆயிடுச்சுன்னா, பறக்காதீங்க."
0307.wav,"மோஸ்ட் ஆப் தி டைம், இப்படி ஆப்போசிட்ல இருக்கறவங்க, என்ன பறப்பாங்கன்னு யோசிச்சு, வேகமா போகணும்ங்கிற ஆர்வ கோளாற்ல, போய் அடிபட்டு இறந்து போயிருக்கவும் வாய்ப்பு இருக்குது."
0308.wav,"இப்ப அவங்க ஏன் லேட்டா இருக்குன்னு, அவங்க யோசிக்கிறாங்கன்னு பாத்தீங்கன்னா, ஆப்போசிட்ல இருக்கறவங்க, மோஸ்ட், அவங்க போகக்கூடிய ஆபீஸ்லயோ, இல்ல, போய் பேசக்கூடிய பர்சனோ, இல்ல, போய் பேசக்கூடிய ஸ்கூலோ, காலேஜோ, வந்து ஏன் லேட் ஆகட்டும், அஞ்சு நிமிஷம் லேட் ஆகிட்டு, வெளிய நில்லு, அது எல்லாத்தையும் பிரஷர் பண்ணாம, கொஞ்சம் கிவ் அண்ட் டேக் சொசைட்டில இருந்தா, நிறைய பிரச்சனைகள், இந்த அறக்க பறக்க போய் இடிக்கிற பிரச்சனைகள் எல்லாம் தவிர்க்கப்படலாம்ங்கறத யோசிக்கிறப்போதான், மனசு ரொம்ப கஷ்டமா இருக்குது."
0309.wav,"தவிர்த்திருக்கப்பட வேண்டிய விஷயம், இத ஒரு லெசனா எடுத்துக்கிட்டு, நம்மளோட லைஃப்ல எங்கெங்க அப்ளை பண்ண முடியுமோ, கொஞ்சம் பொறுமையா, நிதானமா, நம்ம எல்லாருமே செயல்படுவோம்ங்கிற ஒரு ப்ராமிஸ் எடுத்துப்போம். எனக்கு என்ன சொல்றதுன்னு தெரியலைங்க."
0310.wav,"அவங்க அப்பா அம்மாவ நினைச்சாதான், என் கண்ணுக்குள்ளயே நிக்கிறாங்க. அதாவது, சில வீடியோஸ் வேற பார்த்தேன், அவங்க கதறி அழுகுறதெல்லாம் பார்த்தா, மனசு உடையுது. கடவுள் அவங்களுக்கு இன்னும் நிறைய ஸ்ட்ரென்த் கொடுக்கணும்னு வேண்டிட்டு, ஏன்னா, என்ன வேற என்ன பண்றது, இதுல இருந்து வெளிய வந்துருங்கன்னு சொன்னா, வர முடியுமா?"
0311.wav,"இந்தியன் பாரஸ்ட் அபிஷியல்ஸ் ஒரு ப்ரொடெக்டடான காட்டு பகுதிக்குள்ள, அதாவது ரொம்பவுமே ஆபத்தான மிருகங்கள் இருக்குது."
0312.wav,"அந்த மாதிரி ஒரு விஷயம் உள்ளுக்குள்ள இருந்தது. இந்த மாதிரி ஏதாவது சாமியா இருந்திருப்பாங்க அப்படின்னு தானே யோசிக்கிறீங்க. நோ திருடன், நோ. உள்ள இருக்கிறது ஒரு ரஷ்யன் வுமன்."
0313.wav,"நாற்பது வயசான நினா குட்டினா அப்படின்னு சொல்லப்படக்கூடிய இந்த ரஷ்யன் விமன், தனியா இந்த காட்டுக்குள்ள இருக்கிறது மட்டும் இல்லாம, அவங்களோட ரெண்டு குழந்தைங்க."
0314.wav,"சுத்தமா இங்க இருக்கறது பாதுகாப்பே கிடையாது. பாரஸ்ட் அபிஷியல்ஸே உள்ளுக்குள்ள போகறதுக்கு பயப்படக்கூடிய ஒரு காட்டுக்குள்ள, இந்த பெண் என்ன பண்ணிட்டு இருந்தாங்க?"
0315.wav,"சப்ஸ்கிரைப் பண்ணிட்டீங்களா, அப்பனாதான் யூட்யூப் உங்ககிட்ட நெக்ஸ்ட் டைம் இந்த கண்டென்ட் கரெக்டா வந்து சேர்க்கும். இப்ப நான் உங்ககிட்ட ஒவ்வொன்னா எக்ஸ்பிளைன் பண்ண ஆரம்பிக்கிறேன்."
0316.wav,"பர்ஸ்ட் விஷயம் என்ன அப்படின்னு பார்த்தீங்கன்னா, நான் என்ன நடக்குதுங்கறத சொல்ல ஆரம்பிச்சிறேன்."
0317.wav,ஒரு மிகப்பெரிய சிவன் வந்து கடல் கிட்ட வந்து உட்கார்ந்து இருக்கிற மாதிரி ஒரு பேமஸான ஒரு போட்டோ கூட நம்ம நிறைய இடத்துல பார்த்திருப்போம். இதுதான் கோகர்ணா. கோவா கிட்ட இருக்குது.
0318.wav,"ராவணன் வந்து இங்க பயங்கரமா தியானம் இருந்ததாகவும், அண்ட் சிவனை வந்து இங்கதான் ராவணன் பார்த்தாங்க அப்படிங்கிற ஒரு நம்பிக்கை இருக்குது."
0319.wav,"பாரஸ்ட் அபிஷியல்ஸ் வந்துறாங்க. எல்லாருமே வந்து அலர்ட் பண்ணி, முதல்ல இவங்க கிட்ட கேக்குறாங்க. யார் நீங்க? யார் நீங்கன்னு கேட்ட உடனே, ஃபைனலி அங்க இருந்து குரல் வருது."
0320.wav,"நீங்க எல்லாருமே கைண்ட்னஸோட, சுதந்திரத்தோட, சந்தோஷமா இருக்கணும்னு."
0321.wav,"இப்ப, அதோட சீசன்ல மட்டும் தான் அது வந்துட்டு போகுது."
